CD_EQUI,CD_LOCAL,CD_TEMA,DS_TEMA,CD_TP_EQUIPAMENTO,DS_TP_EQUIPAMENTO,CD_SUBTIPO_EQUIPAMENTO,DS_SUBTIPO_EQUIPAMENTO,CD_DEP_ADMINISTRATIVA,DS_DEP_ADMINISTRATIVA,NM_EQUI,NM_ABREV_EQUI,CD_FONTE,FONTE_FONTE,CD_RUA,NM_RUA,CD_RUANAOOFICIAL,NM_RUANAOOFICIAL,NUMERO_EQUI,COMPLEMENTO_EQUI,CD_BAIRRO,NM_BAIRRO,QUADRICULA_BQ,CD_REGIONAL,NM_REGIONAL,LAT_SIRGAS,LON_SIRGAS,FUNCIONAMENTO_MANHA_EQUI,FUNCIONAMENTO_TARDE_EQUI,FUNCIONAMENTO_NOITE_EQUI,FUNCIONAMENTO_24HRS_EQUI,TELEFONE_EQUI,RAMAL_EQUI,EMAIL_EQUI,SITE_EQUI,FAX_EQUI
5.096,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,POEMA - SITIO CERCADO,Poema - Sitio Cercado,128,Associac?o Paranaense de Supermercados,S466D,R. PROFA. KLOLDI JANE ASSIS,,,443,,65,Sitio Cercado,W13,10,Bairro Novo,-26,-49,1,1,1,0,(41) 3289-1370,,,,
5.097,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,BEVILACQUA,Bevilacqua,128,Associac?o Paranaense de Supermercados,S475,R. OURIZONA,,,641,,65,Sitio Cercado,X12,10,Bairro Novo,-26,-49,1,1,1,0,(41) 3289-0101,,,,
1.181,,8,CULTURA,14,Espaco Cultural,6,Memorial,3,Publico Municipal,JAPONESA,Japones,118,Fundac?o Cultural de Curitiba,C250,AV. SETE DE SETEMBRO,,,S/N,Praca do Jap?o,9,Agua Verde,L11,7,Port?o,-25,-49,1,1,0,0,(41) 3244-7463,,,,
5.101,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,FAMILIA LIMA,Familia Lima,128,Associac?o Paranaense de Supermercados,S466,R. GABRIEL RIBEIRO,,,1340,,65,Sitio Cercado,X13,10,Bairro Novo,-26,-49,1,1,1,0,(41) 3265-4499 / 3289-3763,,,,
5.102,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,MARIFA,Marifa,128,Associac?o Paranaense de Supermercados,S477O,R. DES. CARLOS PINHEIRO GUIM?RAES,,,983,,65,Sitio Cercado,W14,10,Bairro Novo,-26,-49,0,0,0,0,,,,,
5.104,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,BOM PRECO - SITIO CERCADO,Bom Preco - Sitio Cercado,128,Associac?o Paranaense de Supermercados,S448,R. PIRAQUARA,,,235,,65,Sitio Cercado,V13,10,Bairro Novo,-26,-49,1,1,1,0,(41) 3344-7022,,,,
5.105,,18,RELIGI?O,28,Igreja,14,Presbiteriana do Brasil,11,Particular,CONTORNO SUL,Contorno Sul,195,,W680G,R. ANTONIO GEROSLAU FERREIRA,,,224,,75,Cidade Industrial de Curitiba,Q5,11,CIC,-25,-49,0,0,0,0,(41) 3249-7944,,ipb_contornosul@hotmail.com,www.ipb.org.br,
5.106,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,CELEIRO,Celeiro,128,Associac?o Paranaense de Supermercados,S422A,R. MANOEL RIBEIRO DE MACEDO,,,245,,66,Pinheirinho,U12,8,Pinheirinho,-26,-49,1,1,1,0,(41) 3029-7154,,,,
6.679,,18,RELIGI?O,28,Igreja,8,Adventista do Setimo Dia,11,Particular,VILA PANTANAL,Vl. Pantanal,152,Associac?o Sul-Paranaense/Igrejas Adventistas,S684E,R. LOTHARIO PEREIRA,,,100,,64,Alto Boqueir?o,V16,2,Boqueir?o,-26,-49,0,0,0,0,,,,www.asp.adventistas.org,
6.678,,18,RELIGI?O,28,Igreja,8,Adventista do Setimo Dia,11,Particular,NOVO MUNDO,Novo Mundo,152,Associac?o Sul-Paranaense/Igrejas Adventistas,S243,R. SANTA MARIA,,,820,,41,Novo Mundo,Q11,8,Pinheirinho,-25,-49,0,0,0,0,,,,www.asp.adventistas.org,
6.695,,18,RELIGI?O,28,Igreja,8,Adventista do Setimo Dia,11,Particular,PARQUE DAS ARVORES,Pq. das Arvores,152,Associac?o Sul-Paranaense/Igrejas Adventistas,S619K,R. ANGELINA LEGAT PASINI,,,353,,64,Alto Boqueir?o,U16,2,Boqueir?o,-26,-49,0,0,0,0,,,,www.asp.adventistas.org,
6.696,,12,ESPORTE,13,Unidade Desportiva,7,Academia ao Ar Livre,3,Publico Municipal,JARDIM AMBIENTAL SCHILLER,Jd. Amb. Schiller,116,Secretaria Municipal de Esporte e Lazer,E023M,R. SCHILLER,,,1074,Esquina com a R. Prof. Brand?o,5,Alto da Rua XV,J15,1,Matriz,-25,-49,0,0,0,1,(41) 3350-3741,,smelj@smelj.curitiba.pr.gov.br,www.curitiba.pr.gov.br,
5.058,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,TOP SUPER,Top Super,128,Associac?o Paranaense de Supermercados,E355,R. GAST?O LUIZ CRULS,,,351,,55,Atuba,F19,4,Boa Vista,-25,-49,0,0,0,0,(41) 3071-0010,,,,
5.059,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,8,Supermercado,11,Particular,CONDOR - MARECHAL,Condor - Marechal,128,Associac?o Paranaense de Supermercados,S026,AV. MAL. FLORIANO PEIXOTO,,,7486,,56,Boqueir?o,Q15,2,Boqueir?o,-25,-49,0,0,0,0,(41) 3888-2207,,,www.condor.com.br,
6.760,,11,EDUCAC?O,22,Escola,1,Ensino Fundamental,11,Particular,CETEP,Cetep,155,,C021,R. BR. DO RIO BRANCO,,,510,,1,Centro,J13,1,Matriz,-25,-49,0,0,0,0,,,,,
6.761,41387414,11,EDUCAC?O,22,Escola,1,Ensino Fundamental,11,Particular,INTEGRAL SIEN,Integral Sien,155,,S026,AV. MAL. FLORIANO PEIXOTO,,,1226,Entre as Avenidas Iguacu e Silva Jardim.,8,Reboucas,,1,Matriz,-25,-49,1,1,0,0,3027-7554,,ERIKO.ALVES@UNIESP.EDU.BR,,
6.762,,12,ESPORTE,13,Unidade Desportiva,7,Academia ao Ar Livre,3,Publico Municipal,PRACA LUIZ FERNANDO MAINARDES,Pc. Luiz Fernando Mainardes,116,Secretaria Municipal de Esporte e Lazer,S241F,R. DOS BICO-DE-LACRES,,,0,Esquina com R. dos Papagaios,41,Novo Mundo,Q11,8,Pinheirinho,-25,-49,0,0,0,1,(41) 3350-3741,,smelj@smelj.curitiba.pr.gov.br,www.curitiba.pr.gov.br,
6.763,,12,ESPORTE,13,Unidade Desportiva,7,Academia ao Ar Livre,3,Publico Municipal,PRACA ENOCH ARAUJO RAMOS,Pc. Enoch Araujo Ramos,116,Secretaria Municipal de Esporte e Lazer,W538,R. DAVI XAVIER DA SILVA,,,610,Entre a R. Rua Ivo Odia e a R. Turiacu,75,Cidade Industrial de Curitiba,S7,11,CIC,-26,-49,0,0,0,1,,,,www.curitiba.pr.gov.br,
6.764,,20,SAUDE,30,Hospital,3,Geral,11,Particular,ONIX,Onix,154,CNES - Cadastro Nacional de Estabelecimento de Saude (DATASUS),W014,AV. VICENTE MACHADO,,,2321,,29,Seminario,L9,7,Port?o,-25,-49,1,1,1,0,(41) 3017-1200,,,www.hospitalonix.com.br,(41) 3017-1201
6.950,,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,3,Publico Municipal,DOUTOR FRANCISCO CUNHA PEREIRA FILHO,Dr. Francisco Cunha Pereira Filho,120,Secretaria Municipal da Educac?o,S879U,R. OLINDO CAETANI,,,1070,,37,Uberaba,P19,3,Cajuru,-25,-49,1,1,0,0,(41) 3575-0308,,cmeifranciscocunha@sme.curitiba.pr.gov.be,,
6.990,,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,CANTO DOS ENCANTOS,CEI Canto dos Encantos,155,,E021H,R. JAIME BAL?O,,,921,,17,Hugo Lange,H15,1,Matriz,-25,-49,1,1,0,0,3252-0346,,contato@escolacantodoseentos.com.br,,
7.251,,4,PATRIMONIO HISTORICO EDIFICADO,27,Unidade de Interesse de Preservac?o,4,Arquitetura Moderna - Habitac?o Unifamiliar,11,Particular,RESIDENCIA JOSE EDUARDO DE ANDRADE VIEIRA,Residencia Jose Eduardo de Andrade Vieira,133,Instituto de Pesquisa e Planejamento Urbano de Curitiba,W018,R. CARMELO RANGEL,,,400,,10,Batel,K10,1,Matriz,-25,-49,0,0,0,0,,,,,
7.252,,4,PATRIMONIO HISTORICO EDIFICADO,27,Unidade de Interesse de Preservac?o,4,Arquitetura Moderna - Habitac?o Unifamiliar,11,Particular,RESIDENCIA HENRIQUE PANEK,Residencia Henrique Panek,133,Instituto de Pesquisa e Planejamento Urbano de Curitiba,W020,R. HERMES FONTES,,,560,,10,Batel,K11,1,Matriz,-25,-49,0,0,0,0,,,,,
7.253,,4,PATRIMONIO HISTORICO EDIFICADO,27,Unidade de Interesse de Preservac?o,4,Arquitetura Moderna - Habitac?o Unifamiliar,11,Particular,RESIDENCIA JORNY BOESEL,Residencia Jorny Boesel,133,Instituto de Pesquisa e Planejamento Urbano de Curitiba,W831A,R. JOHN FOSTER DULLES,,,270,,29,Seminario,M10,7,Port?o,-25,-49,0,0,0,0,,,,,
7.254,,4,PATRIMONIO HISTORICO EDIFICADO,27,Unidade de Interesse de Preservac?o,4,Arquitetura Moderna - Habitac?o Unifamiliar,11,Particular,RESIDENCIA EDGARD NICLEVICZ,Residencia Edgard Niclevicz,133,Instituto de Pesquisa e Planejamento Urbano de Curitiba,W829,R. LOURENCO MOUR?O,,,58,,29,Seminario,L9,7,Port?o,-25,-49,0,0,0,0,,,,,
7.255,,4,PATRIMONIO HISTORICO EDIFICADO,27,Unidade de Interesse de Preservac?o,4,Arquitetura Moderna - Habitac?o Unifamiliar,11,Particular,RESIDENCIA ERAILTO THIELE,Residencia Erailto Thiele,133,Instituto de Pesquisa e Planejamento Urbano de Curitiba,W032,R. CANDIDO XAVIER,,,552,,9,Agua Verde,L10,7,Port?o,-25,-49,0,0,0,0,,,,,
7.270,,4,PATRIMONIO HISTORICO EDIFICADO,27,Unidade de Interesse de Preservac?o,4,Arquitetura Moderna - Habitac?o Unifamiliar,11,Particular,RESIDENCIA TOITIRO NITA,Residencia Toitiro Nita,133,Instituto de Pesquisa e Planejamento Urbano de Curitiba,E303,R. MANOEL CORREIA DE FREITAS,,,1101,,18,Jardim Social,H16,1,Matriz,-25,-49,0,0,0,0,,,,,
1.657,41379900,11,EDUCAC?O,22,Escola,1,Ensino Fundamental,3,Publico Municipal,PROFESSORA ERICA PLEWKA MLYNARCZYK,Profa. Erica Plewka Mlynarczyk,120,Secretaria Municipal da Educac?o,W201B,R. JAIME JOSE VOJCIECHOVSKI,,,194,,74,Tatuquara,Y8,12,Tatuquara,-26,-49,1,1,0,0,(41) 3265-7917,,emerica@sme.curitiba.pr.gov.br,,
1.646,41129954,11,EDUCAC?O,22,Escola,1,Ensino Fundamental,3,Publico Municipal,ITACELINA BITTENCOURT,Itacelina Bittencourt,120,Secretaria Municipal da Educac?o,S254M,R. S?O PAULO,,,2055,,26,Guaira,O12,7,Port?o,-25,-49,1,1,0,0,(41) 3333-7588,,emitacelina@sme.curitiba.pr.gov.br,,(41) 3333-7588
1.559,41130030,11,EDUCAC?O,22,Escola,1,Ensino Fundamental,3,Publico Municipal,JARDIM SANTO INACIO,Jd. Santo Inacio,120,Secretaria Municipal da Educac?o,N825,R. SILVIO ZANATTA,,,96,,46,Santo Inacio,J7,5,Santa Felicidade,-25,-49,1,1,0,0,(41) 3272-5741,,emjsantoinacio@sme.curitiba.pr.gov.br,,(41) 3272-5741
1.519,41130049,11,EDUCAC?O,22,Escola,1,Ensino Fundamental,3,Publico Municipal,JARDIM SANTOS ANDRADE,Jd. Santos Andrade,120,Secretaria Municipal da Educac?o,W830,R. LUIZ ZILLI,,,405,,44,Campo Comprido,M7,5,Santa Felicidade,-25,-49,1,1,0,0,(41) 3274-1038,,emjsandrade@sme.curitiba.pr.gov.br,,(41) 3274-1038
2.684,,25,TURISMO,36,Hospedagem,2,Flat / Apart Hotel,11,Particular,STUDENT,Student Flat,176,,S026,AV. MAL. FLORIANO PEIXOTO,,,495,,1,Centro,K13,1,Matriz,-25,-49,0,0,0,1,(41) 3233-6333,,,www.studentflat.com.br,
2.685,,1,ABASTECIMENTO ALIMENTAR,141,Mercado,2,Mercado Municipal,3,Publico Municipal,CURITIBA,Curitiba,117,Secretaria Municipal de Abastecimento Alimentar,C250,AV. SETE DE SETEMBRO,,,1865,Entre a R. Gen. Carneiro e a R. da Paz.,7,Jardim Botanico,K14,1,Matriz,-25,-49,1,1,0,0,(41) 3363-3764,,contato@mercadomunicipaldecuritiba.com.br,www.mercadomunicipaldecuritiba.com.br,
2.686,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,AGAPE,Agape,130,Convenc?o Batista Paranaense,N230,R. MANOEL ARISTIDES DE FARIAS,,,568,,52,Barreirinha,C14,4,Boa Vista,-25,-49,0,0,0,0,(41) 3356-7973,,ibagape@ibagape.org.br,www.ibagape.org.br,
2.687,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,AGUA VERDE,Agua Verde,130,Convenc?o Batista Paranaense,W003F,R. CEL. DULCIDIO,,,1906,,9,Agua Verde,L12,7,Port?o,-25,-49,0,0,0,0,(41) 3027-6101,,iebav@iebav.com.br,www.iebav.blogspot.com.br,
2.688,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,ALAMEDA PRINCESA ISABEL,Al. Princ. Izabel,130,Convenc?o Batista Paranaense,C020,AL. PRINC. IZABEL,,,2192,,11,Bigorrilho,K10,1,Matriz,-25,-49,0,0,0,0,(41) 3019-1308,,alameda@alameda.org.br,www.igrejabatistaalameda.com.br,
2.689,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,ALIANCA,Alianca,130,Convenc?o Batista Paranaense,W864,R. MARIA HOMAN WISNIEWSKI,,,999,,75,Cidade Industrial de Curitiba,M4,11,CIC,-25,-49,0,0,0,0,(41) 3285-3380,,,www.batistaparana.org.br,
2.691,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,BAIRRO ALTO,Bairro Alto,130,Convenc?o Batista Paranaense,E367,R. ARTHUR RAMOS,,,380,,55,Atuba,F20,4,Boa Vista,-25,-49,0,0,0,0,(41) 3367-1656,,ibbairroalto@hotmail.com,,
2.693,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,BARIGUI,Barigui,130,Convenc?o Batista Paranaense,W632,R. ARTHUR MARTINS FRANCO,,,1607,,75,Cidade Industrial de Curitiba,R6,11,CIC,-25,-49,0,0,0,0,(41) 3245-1292,,ibbcicsecretaria@hotmail.com,www.batistaparana.org.br,
2.694,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,BARREIRINHA,Barreirinha,130,Convenc?o Batista Paranaense,N360,R. HASSAN MOHAMED RAAD,,,485,,52,Barreirinha,C13,4,Boa Vista,-25,-49,0,0,0,0,(41) 3015-5180,,ibbarreirinha@hotmail.com,www.batistaparana.org.br,
2.696,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,BOAS NOVAS,Boas Novas,130,Convenc?o Batista Paranaense,W169,R. DR. WALDEMIRO PEREIRA,,,239,,58,Cap?o Raso,S10,8,Pinheirinho,-26,-49,0,0,0,0,(41) 3022-7556,,igrejabatistaboasnovas@uol.com.br,www.igrejabatistaboasnovas.org.br,
2.698,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,BOQUEIR?O,Boqueir?o,130,Convenc?o Batista Paranaense,S638B,R. JOSE HAUER,,,1877,,56,Boqueir?o,S16,2,Boqueir?o,-26,-49,0,0,0,0,(41) 3287-1434,,escola.batista.ig.com.br,,
2.700,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,CAPELA DA VIDEIRA,Capela da Videira,130,Convenc?o Batista Paranaense,N642C,R. NATAL PEDRO DALLA STELLA,,,43,,63,Santa Felicidade,F7,5,Santa Felicidade,-25,-49,0,0,0,0,(41) 3297-3274,,,,
2.701,,2,ADMINISTRAC?O PUBLICA,4,Unidade Administrativa,6,Poder Executivo,2,Publico Estadual,PARANA,Parana,199,,N041,R. PROF. BENEDITO NICOLAU DOS SANTOS,,,S/N,Palacio Iguacu,3,Centro Civico,H13,1,Matriz,-25,-49,1,1,0,0,(41) 3350-2400 / 3350-2427,,,www.pr.gov.br,
2.703,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,CURITIBA,Curitiba - 1?,130,Convenc?o Batista Paranaense,S008,R. BENTO VIANA,,,1200,,10,Batel,K11,1,Matriz,-25,-49,0,0,0,0,(41) 3091-4347,,pibcuritiba@pibcuritiba.org.br,www.pibcuritiba.org.br,
2.705,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,CURITIBA,Curitiba - 3?,130,Convenc?o Batista Paranaense,S207,AV. PRES. KENNEDY,,,2463,,26,Guaira,N12,7,Port?o,-25,-49,0,0,0,0,(41) 3329-6445,,contato@tibcuritiba.org.br,www.tibcuritiba.org.br,
2.707,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,EBENEZER,Ebenezer,130,Convenc?o Batista Paranaense,E347,R. ADILIO RAMOS,,,3268,,36,Bairro Alto,J20,4,Boa Vista,-25,-49,0,0,0,0,(41) 3238-1916,,prpaulodeoliveira@gmail.com,www.batistaparana.org.br,
2.712,,18,RELIGI?O,28,Igreja,8,Adventista do Setimo Dia,11,Particular,PRADO VELHO,Prado Velho,152,Associac?o Sul-Paranaense/Igrejas Adventistas,S042,R. FELIPE CAMAR?O,,,681,,24,Prado Velho,L14,1,Matriz,-25,-49,0,0,0,0,,,,,
2.716,,2,ADMINISTRAC?O PUBLICA,4,Unidade Administrativa,7,Secretaria,2,Publico Estadual,EDUCAC?O,SEED,199,,S015A,AV. AGUA VERDE,,,2140,,9,Agua Verde,M10,7,Port?o,-25,-49,1,1,0,0,(41) 3340-1500 / 3340-1518,,,www.educacao.pr.gov.br,(41) 3340-5644
2.719,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,JARDIM ESMERALDA,Jd. Esmeralda,130,Convenc?o Batista Paranaense,S517A,R. PROF. NARCISO MENDES,,,15,,57,Xaxim,R12,2,Boqueir?o,-26,-49,0,0,0,0,(41) 3275-4542,,ibajes@onda.com.br,www.batistaparana.org.br,
2.721,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,JARDIM PINHEIROS,Jd. Pinheiros,130,Convenc?o Batista Paranaense,N553,R. JO?O REFFO,,,973,,63,Santa Felicidade,E6,5,Santa Felicidade,-25,-49,0,0,0,0,(41) 3364-8016,,,www.batistaparana.org.br,
2.723,,2,ADMINISTRAC?O PUBLICA,4,Unidade Administrativa,7,Secretaria,2,Publico Estadual,FAZENDA,SEFA,199,,W014,AV. VICENTE MACHADO,,,445,17? andar,1,Centro,K11,1,Matriz,-25,-49,1,1,0,0,(41) 3235-8000,,,www.fazenda.pr.gov.br,
2.725,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,MERCES,Merces,130,Convenc?o Batista Paranaense,N032,R. JACAREZINHO,,,1112,,12,Merces,I10,1,Matriz,-25,-49,0,0,0,0,(41) 3335-6726,,,www.batistaparana.org.br,
2.728,,18,RELIGI?O,28,Igreja,4,Batista,11,Particular,NOVA CANA?,Nova Cana?,130,Convenc?o Batista Paranaense,S972,R. DR. JOSE ALEXANDRE DE MOURA NEGRINI,,,478,,21,Cajuru,O20,3,Cajuru,-25,-49,0,0,0,0,(41) 3226-1119,,,www.batistaparana.org.br,
1.663,41385942,11,EDUCAC?O,22,Escola,1,Ensino Fundamental,3,Publico Municipal,PROFESSORA JOANA RAKSA,Profa. Joana Raksa,120,Secretaria Municipal da Educac?o,W391,R. FRANCISCA BERALDE PAOLINI,,,99,,70,Caximba,Ze4,12,Tatuquara,-26,-49,1,1,1,0,(41) 3265-6828,,emjraksa@sme.curitiba.pr.gov.br,,
5.582,41606892,11,EDUCAC?O,22,Escola,1,Ensino Fundamental,3,Publico Municipal,JO?O AMAZONAS,Jo?o Amazonas,120,Secretaria Municipal da Educac?o,W357D,R. PALMYRA CRIVELLARO BERTOLDE,,,813,,71,Campo de Santana,Zb5,12,Tatuquara,-26,-49,1,1,0,0,(41) 3224-5026,,emjoaoamazonas@sme.curitiba.pr.gov.br,,
1.632,41372875,11,EDUCAC?O,22,Escola,1,Ensino Fundamental,3,Publico Municipal,POETA JO?O CABRAL DE MELO NETO,Poeta Jo?o Cabral de Melo Neto,120,Secretaria Municipal da Educac?o,W419,R. MARCO CAMPOS,,,371,,75,Cidade Industrial de Curitiba,U5,11,CIC,-26,-49,1,1,0,0,(41) 3347-1107,,emjoaocabral@sme.curitiba.pr.gov.br,,
1.946,41149882,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,UM SONHO DE CRIANCA,Um Sonho de Crianca,155,,S823,R. MAL. CARDOSO JUNIOR,,,517,,22,Jardim das Americas,N16,3,Cajuru,-25,-49,1,1,0,0,3266-2426,,,,
1.948,41150090,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,URSINHO PANDA,Ursinho Panda,155,,N018B,AV. DES. HUGO SIMAS,,,955,,13,Bom Retiro,H11,1,Matriz,-25,-49,1,1,0,0,3338-8265,,CEIUP@TERRA.COM.BR,,3338-8265
1.949,,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,URSINHO PIMP?O,Ursinho Pimp?o,155,,S133,R. ARION NIEPCE DA SILVA,,,363,Esquina Av. dos Estados. (numeros 1275 e 1305),27,Port?o,,7,Port?o,-25,-49,1,1,0,0,3345-9194,,up@ursinhopimpao.com.br,,3332-8190
1.951,41149602,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,VENCEDORES KIDS,Vencedores Kids,155,,S736,R. DR. GONZAGA DE CAMPOS,,,495,,37,Uberaba,O16,3,Cajuru,-25,-49,1,1,0,0,3023--3919,,ESCOLA.VENCEDORESKIDS@HOTMAIL.C,,
1.957,41389999,11,EDUCAC?O,22,Escola,1,Ensino Fundamental,11,Particular,VIVER E APRENDER,Viver e Aprender,155,,S642,R. DES. ANTONIO DE PAULA,,,2632,,56,Boqueir?o,S15,2,Boqueir?o,-26,-49,1,1,0,0,3287--8708,,vivercuritiba@yahoo.com.br,,3287-8708
1.958,,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,VOO LIVRE,Voo Livre,155,,N020,R. TAPAJOS,,,782,,13,Bom Retiro,I12,1,Matriz,-25,-49,0,0,0,0,3338-8089,,ensino.voolivre@yahoo.com.br,,3338-8089
1.962,,11,EDUCAC?O,21,Centro de Educac?o Infantil,2,Educac?o Infantil,11,Particular,NOSSO AMIGUINHO BLUE,Nosso Amiguinho Blue,155,,S428O,R. GLORIA SENNA,,,280,,65,Sitio Cercado,W11,10,Bairro Novo,-26,-49,1,1,0,0,,,,,
1.966,2014,11,EDUCAC?O,22,Escola,2,Educac?o Especial,11,Particular,ALTERNATIVA,Alternativa,155,,E018,R. DR. GOULIN,,,72,Entre as Rua Bar?o de Guarauna e Rua Maua,4,Alto da Gloria,I14,1,Matriz,-25,-49,1,1,0,0,3252-6186,,,,3252-6186
2.941,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,CALVO'S DEVELOPMENTS,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",W635,R. PROF. ALGACYR MUNHOZ MADER,,,3775,,75,Cidade Industrial de Curitiba,,11,CIC,,,0,0,0,0,3316-3000,,,,
2.943,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,CISCO SKATECHNOLOGY,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",W635,R. PROF. ALGACYR MUNHOZ MADER,,,3775,,75,Cidade Industrial de Curitiba,,11,CIC,,,0,0,0,0,3316-3000,,,,
2.945,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,3 R TECNOLOGIA AMBIENTAL,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",W635,R. PROF. ALGACYR MUNHOZ MADER,,,3775,,75,Cidade Industrial de Curitiba,,11,CIC,,,0,0,0,0,3316-3000,,,,
2.947,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,TS TECNOLOGIA E SISTEMAS LTDA,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",W635,R. PROF. ALGACYR MUNHOZ MADER,,,3775,,75,Cidade Industrial de Curitiba,,11,CIC,,,0,0,0,0,3316-3000,,,,
2.948,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,RELACUS RELOGIOS,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",S006,R. SILVEIRA PEIXOTO,,,950,,10,Batel,,1,Matriz,,,0,0,0,0,3014-6196,,relacus@terra.com.br,www.acusticahoje.com,3014-6208
2.950,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,BEMATECH INDUSTRIA E COMERCIO,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",E140,ESTR. DE SANTA CANDIDA,,,263,,53,Santa Candida,,4,Boa Vista,,,0,0,0,0,,,info@bematech.com.br,www.bematech.com.br,3351-2704
2.952,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,PRO DIGITAL - INDUSTRIA DE RELOGIOS,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",N016,R. SEN. SARAIVA,,,204,,2,S?o Francisco,,1,Matriz,,,0,0,0,0,3015-5959,,marcotra@prodigital.com.br,www.prodigital.com.br,
2.954,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,OPENSOFT INFORMATICA,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",C300,AV. REPUBLICA ARGENTINA,,,452,Conjunto 1103,9,Agua Verde,,7,Port?o,,,0,0,0,0,3242-4493,,opensoft@opensoft.com.br,www.opensoft.com.br,
2.956,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,DECISION MAKING - CONTABILIDADE E ASSESSORIA,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",C002,AV. VISC. DE GUARAPUAVA,,,2943,,10,Batel,,1,Matriz,,,0,0,0,0,3016-2888,,,www.decisionmaking.com.br,3321-7840
2.957,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,MOTOR TRIKKE,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",W635,R. PROF. ALGACYR MUNHOZ MADER,,,3775,,75,Cidade Industrial de Curitiba,,11,CIC,,,0,0,0,0,3316-3000,,,,
2.959,,10,ECONOMIA,19,Instituic?o de Tecnologia,2,A definir,11,Particular,ANPROTEC,,114,"Secretaria de Estado da Ciencia, Tecnologia e Ensino Superior",W635,R. PROF. ALGACYR MUNHOZ MADER,,,3775,,75,Cidade Industrial de Curitiba,,11,CIC,,,0,0,0,0,3316-3000,,,www.anprotec.com.br,
