FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count,type,responsable,uf_code,stages
cidadeshistoricas.fid--370298aa_15b3a2610e3_6177,64965,Restauração da Catedral Basílica,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em obras,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6178,64966,Restauração da Igreja da Ordem Terceira de São Domingos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em obras,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6179,64967,Requalificação urbanística do entorno do Portal da Misericórdia - Receptivo- acessibilidade e implantação de ascensor,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_617a,64968,Restauração do edifício a Praca Castro Alves - implantação do Centro de Referência do Centro Antigo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_617b,64969,Requalificação do Teatro Gregório de Mattos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_617c,64971,Restauração do Solar Berquó - IPHAN,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_617d,64972,Restauração do antigo Hotel Castro Alves - ampliação do Centro Cultural da Barroquinha,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_617e,64973,Restauração de Casarão na Ladeira da Barroquinha - implantação da Sede da Fundação Gregório de Matos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_617f,64974,Restauração de edificação - biblioteca e arquivo e centro técnico do IPHAN,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6180,64975,Restauração da Igreja do Corpo Santo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6181,64976,Restauração do Forte de São Marcelo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em obras,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6182,64977,Restauração da Igreja e Cemitério de Nossa Senhora do Pilar,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6183,64978,Restauração de edificações do Conjunto da Rua da  Conceição da Praia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em obras,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6184,64979,Implantação de ligação entre o MAM/BA e o Forte da Gamboa,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6185,64980,Restauração do Forte de São Paulo da Gamboa  - implantação do Centro de Escoteiros do Mar,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6186,64981,Recuperação do Elevador do Taboão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6187,64982,Recuperação do Plano Gonçalves e edf. Anexo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em obras,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6188,64983,Requalificação das edificações localizadas nos arcos da Montanha,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6189,64984,Recuperação e requalificação das muralhas da encosta do Centro Histórico de Salvador,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_618a,64985,Implantação de Plano Inclinado entre a Praça Castro Alves e a Conceição,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em execução,30 de Junho de 2016,POINT (-38.511 -12.971),0,3,4,11,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_618b,64986,Restauração do Teatro Francisca Clotilde,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,CE,ARACATI,--,,Em obras,30 de Junho de 2016,POINT (-37.77 -4.562),0,3,4,18,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_618c,64987,Restauração do Mercado Público,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,ARACATI,--,,Em execução,30 de Junho de 2016,POINT (-37.77 -4.562),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_618d,64988,Restauração da Igreja de Nossa Senhora do Rosário dos Pretos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,ARACATI,--,,Em execução,30 de Junho de 2016,POINT (-37.77 -4.562),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_618e,64989,Restauração da Igreja do Nosso Senhor do Bonfim,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,ARACATI,--,,Em execução,30 de Junho de 2016,POINT (-37.77 -4.562),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_618f,64990,Restauração do Museu Jaguaribano - etapa final,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,ARACATI,--,,Em execução,30 de Junho de 2016,POINT (-37.77 -4.562),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6190,64991,Restauração do Complexo Ferroviário Dr. João Felipe - Casa do Patrimônio- Centro de Referência Documental da RFFSA- Centro de Referência da Arqueologia no Ceará e Superintendência do IPHAN,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,CE,FORTALEZA,--,,Em execução,30 de Junho de 2016,POINT (-38.543 -3.717),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6191,64992,Requalificação da Praça do Teatro José de Alencar,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,FORTALEZA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-38.543 -3.717),0,3,4,18,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6192,64993,Requalificação da praça Samuel Pontes,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em obras,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6193,64994,Requalificação da praça Senador Figueira,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em obras,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6194,64995,Restauração do Museu Dom José,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em execução,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6195,64996,Requalificação do Museu do Eclipse,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em execução,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6196,64997,Restauração do Museu Madi,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em execução,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6197,64998,Restauração dos galpões da antiga Fábrica de Tecidos - Campus da UFC - Memorial da Indústria Têxtil- Serviços Administrativos e Biblioteca Central e Centro de Convivência/ Refeitório Central,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,CE,SOBRAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6198,64999,Restauração do Palacete Chagas Barreto - apoio ao Teatro São José,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em execução,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6199,65004,Restauração do Teatro Apolo - implantção do Instuituto de Urbanismo de Sobral,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,CE,SOBRAL,--,,Em execução,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_619a,65005,Restauração da Igreja das Dores,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,CE,SOBRAL,--,,Em execução,30 de Junho de 2016,POINT (-40.239 -3.674),0,3,4,18,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_619b,65006,Restauração da Estação Ferroviária,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,GO,GOIÂNIA,--,,Em execução,30 de Junho de 2016,POINT (-49.254 -16.679),0,3,4,5,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_619c,65007,Requalificação da Praça Dr. Pedro Ludovico Texeira/ Praça Cívica,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,GO,GOIÂNIA,--,,Em obras,30 de Junho de 2016,POINT (-49.254 -16.679),0,3,4,5,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_619d,65008,Restauração do Casarão da Escola de Artes Veiga Valle,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,GO,GOIÁS,--,,Concluído,30 de Junho de 2016,POINT (-50.14 -15.934),0,3,4,5,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_619e,65009,Recuperação da Ponte da Cambaúba,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,GO,GOIÁS,--,,Concluído,30 de Junho de 2016,POINT (-50.14 -15.934),0,3,4,5,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_619f,65010,Restauração do Mercado Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,GO,GOIÁS,--,,Em obras,30 de Junho de 2016,POINT (-50.14 -15.934),0,3,4,5,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61a0,65011,Restauração do Cine Teatro São Joaquim,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,GO,GOIÁS,--,,Em obras,30 de Junho de 2016,POINT (-50.14 -15.934),0,3,4,5,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61a1,65012,Restauração do Casarão da Prefeitura Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,GO,GOIÁS,--,,Em execução,30 de Junho de 2016,POINT (-50.14 -15.934),0,3,4,5,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61a2,65013,Requalificação da Sede da Diocese de Goiás - instalação do Arquivo Diocesano,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,GO,GOIÁS,--,,Concluído,30 de Junho de 2016,POINT (-50.14 -15.934),0,3,4,5,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_61a3,65014,Restauração do Palácio das Lágrimas - UFMA - Palácio da Ciência,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,MA,SÃO LUÍS,--,,Em obras,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61a4,65015,Restauração Sobrado do Forum Universitário - UFMA - Curso de Direito,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,MA,SÃO LUÍS,--,,Em obras,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61a5,65016,Restauração do Palácio Cristo Rei - UFMA - Reitoria,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,MA,SÃO LUÍS,--,,Em obras,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61a6,65017,Restauração do sobrado da Rua da Estrela- 386 - FAPEMA,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Concluído,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_61a7,65018,Restauração do imóvel da R. 14 de Julho - Teatro Tablado - UFMA,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,MA,SÃO LUÍS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_61a8,65019,Restauração do sobrado da Rua da Estrela - Faculdade de História,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Concluído,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_61a9,65020,Restauração da Fábrica São Luís - Câmara de Vereadores,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61aa,65021,Restauração do Mercado Central,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ab,65022,Restauração da Estação Ferroviária - Centro  Cultural,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ac,65023,Restauração e adaptação do Palecete da R. Formosa- 46 - Sec. Mun. de Turismo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ad,65024,Restauração do Sobrado da Av. Pedro II- 199/205 - Junta Comercial,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ae,65025,Requalificação da Pç. João Lisboa e Largo do Carmo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61af,65026,Restauração da Igreja do Carmo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61b0,65027,Implantação da Praça das Mercês,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61b1,65028,Requalificação da Pç. da Alegria,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Concluído,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_61b2,65029,Restauração do Sobrado da R. Portugal- 303 - Secretaria do Estado da Cultura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61b3,65030,Restauração do Solar dos Vasconcelos - Dep. De Patrimonio Histórico,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61b4,65031,Restauração da Escola de Música do Estado do Maranhão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61b5,65032,Restauração do Sobrado da Baronesa de São Bento - COTEATRO,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61b6,65033,Restauração do Museu Historico Artístico do Maranhão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61b7,65034,Restauração do Teatro Artur Azevedo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61b8,65036,Restauração do sobrado da R. Portugal - Casa de Nhozinho,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61b9,65037,Restauração dos Antigo Galpão de Algodão - Centro de Criatividade Odylo Costa Filho,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ba,65038,Restauração do Sobrado da Rua do Giz - Centro de Cultura Popular,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61bb,65039,Restauração do sobrado da R. Portugal - Museu de Artes Visuais,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61bc,65040,Restauração do sobrado da R. Giz - Centro de Arqueologia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61bd,65041,Restauração do sobrado da R. da Estrela - Biblioteca Escolar,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61be,65042,Restauração do Teatro João do Vale,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61bf,65043,Restauração do Sobrado do Arquivo Público,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61c0,65044,Restauração da Antiga ALfândega - Casa do Maranhão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61c1,65045,Restauração do sobrado à R. de Nazaré- 316 - Secretaria de Direitos Humanos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61c2,65046,Requalificação da Fortaleza São Luís,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61c3,65047,Restauração do sobrado do Centro Artístico Operário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61c4,65048,Recuperação do sobrado à R. de Nazaré- 135 - anexo do Museu da Gastronomia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em obras,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61c5,65049,Restauração de casarões na R. do Giz - Implantação do Polo Digital,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61c6,65050,Restauração da Igreja de Santana,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61c7,65051,Restauração da Igreja de Santo Antônio,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61c8,65052,Restauração da Igreja de São João,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61c9,65053,Restauração de casarões na R. da Palma- 445 e 459 (habitação de interesse social),Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ca,65054,Restauração da Fachada de Azulejo do Sobrado da Praça João Lisboa- 37,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Concluído,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_61cb,65055,Requalificação Urbanística da R. Grande (incluindo embutimento da fiação aérea),Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em obras,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61cc,65056,Restauração do Sobrado R. Nazaré- 58 - Centro Educacional Guaxenduba,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61cd,65057,Restauração do Sobrado à Rua do Giz esquina com Rua 14 de Julho - Escola de Música da UEMA,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ce,65058,Restauração do sobrado da Praça Antônio Lobo - Casa do Estudante - UEMA,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MA,SÃO LUÍS,--,,Em execução,30 de Junho de 2016,POINT (-44.303 -2.53),0,3,4,8,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61cf,65059,Restauração da Igreja Matriz de Nossa da Conceição,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,CONGONHAS,--,,Em obras,30 de Junho de 2016,POINT (-43.858 -20.5),0,3,4,17,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61d0,65060,Restauração da Basílica do Senhor do Bom Jesus de Matozinhos - obra,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,CONGONHAS,--,,Em obras,30 de Junho de 2016,POINT (-43.858 -20.5),0,3,4,17,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61d1,65061,Restauração da Igreja do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,CONGONHAS,--,,Em obras,30 de Junho de 2016,POINT (-43.858 -20.5),0,3,4,17,2
